2023-09-25 08:45:55,821 INFO  - Initialize application (at simulation time 0.000,000,000 s)
2023-09-25 08:45:55,823 INFO  - Activated Cellular Module (at simulation time 0.000,000,000 s)
2023-09-25 08:45:56,945 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3550,  41.62745774847701,  -71.01041110638083, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.001,400,000 s)
2023-09-25 08:45:56,946 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2235,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.501,900,000 s)
2023-09-25 08:45:56,946 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3556,  41.62745774847701,  -71.01041110638083, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.601,900,000 s)
2023-09-25 08:45:56,946 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2236,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.601,900,000 s)
2023-09-25 08:45:56,946 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3557,  41.62745774847701,  -71.01041110638083, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.702,400,000 s)
2023-09-25 08:45:56,946 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2237,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.702,400,000 s)
2023-09-25 08:45:56,946 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3558,  41.62745774847701,  -71.01041110638083, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.802,400,000 s)
2023-09-25 08:45:56,946 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2238,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.802,400,000 s)
2023-09-25 08:45:56,946 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3559,  41.62745774847701,  -71.01041110638083, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.901,900,000 s)
2023-09-25 08:45:56,946 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2239,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 362.901,900,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3560,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.000,900,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2240,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.000,900,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3561,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.100,900,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2241,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.100,900,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3562,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.201,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2242,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.201,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3563,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.300,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2243,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.300,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3564,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.401,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2244,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.401,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3565,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.502,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2245,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.502,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3566,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.601,400,000 s)
2023-09-25 08:45:56,947 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2246,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.601,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3567,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.702,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2247,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.702,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3568,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.801,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2248,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.801,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3569,  41.627516293976115,  -71.01045105814254, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.901,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2249,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 363.901,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3570,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.001,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2250,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.001,400,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3571,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.101,900,000 s)
2023-09-25 08:45:56,948 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2251,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.101,900,000 s)
2023-09-25 08:45:56,948 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3572,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.200,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2252,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.200,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3573,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.300,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2253,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.300,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3574,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.402,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2254,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.402,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3575,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.501,900,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2255,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.501,900,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3576,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.601,900,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2256,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.601,900,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3577,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.701,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2257,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.701,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3578,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.800,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2258,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.800,400,000 s)
2023-09-25 08:45:56,949 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3579,  41.62757480544622,  -71.01048837688418, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.901,900,000 s)
2023-09-25 08:45:56,949 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2259,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 364.901,900,000 s)
2023-09-25 08:45:56,951 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3580,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.000,900,000 s)
2023-09-25 08:45:56,951 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2260,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.000,900,000 s)
2023-09-25 08:45:56,951 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3581,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.101,400,000 s)
2023-09-25 08:45:56,951 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2261,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.101,400,000 s)
2023-09-25 08:45:56,951 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3582,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.200,900,000 s)
2023-09-25 08:45:56,951 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2262,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.200,900,000 s)
2023-09-25 08:45:56,951 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3583,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.302,400,000 s)
2023-09-25 08:45:56,951 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2263,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.302,400,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3584,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.401,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2264,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.401,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3585,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.501,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2265,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.501,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3586,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.600,400,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2266,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.600,400,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3587,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.702,400,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2267,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.702,400,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3588,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.801,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2268,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.801,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3589,  41.62762481599145,  -71.01051906800572, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.900,900,000 s)
2023-09-25 08:45:56,952 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2269,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 365.900,900,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3590,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.000,900,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2270,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.000,900,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3591,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.101,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2271,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.101,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3592,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.200,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2272,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.200,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3593,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.300,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2273,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.300,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3594,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.400,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2274,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.400,400,000 s)
2023-09-25 08:45:56,953 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3595,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.500,900,000 s)
2023-09-25 08:45:56,953 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2275,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.500,900,000 s)
2023-09-25 08:45:56,954 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3596,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.601,400,000 s)
2023-09-25 08:45:56,954 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2276,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.601,400,000 s)
2023-09-25 08:45:56,954 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3597,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.700,900,000 s)
2023-09-25 08:45:56,954 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2277,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.700,900,000 s)
2023-09-25 08:45:56,954 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3598,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.801,400,000 s)
2023-09-25 08:45:56,954 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2278,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.801,400,000 s)
2023-09-25 08:45:56,954 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3599,  41.62768226658859,  -71.01055432510242, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.902,400,000 s)
2023-09-25 08:45:56,954 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2279,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 366.902,400,000 s)
2023-09-25 08:45:56,955 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3600,  41.627739286759954,  -71.01058925254634, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 367.000,900,000 s)
2023-09-25 08:45:56,955 INFO  - ,Broadcast V2X Message from ,rsu_2, InterVehicleMsg{,30, 2280,  41.63002320830884,  -71.01128391713155, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 367.000,900,000 s)
2023-09-25 08:45:56,955 INFO  - ,Received V2X Message from ,veh_1, InterVehicleMsg{,77, 3601,  41.627739286759954,  -71.01058925254634, Road CLOSED, }, Latitude= 41.63002320830884, Longitude= -71.01128391713155,  (at simulation time 367.101,400,000 s)
