2023-05-03 21:45:57,884 INFO  SnsAmbassador - Init simulation with startTime=0, endTime=600000000000
2023-05-03 21:45:59,159 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_4 @time=15.000,000,000 s
2023-05-03 21:45:59,163 INFO  SnsAmbassador - Added Vehicle id=veh_4 position=GeoPoint{lat=41.630604,lon=-71.002032,alt=0.00} @time=16.000,000,000 s
2023-05-03 21:45:59,170 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_5 @time=17.000,000,000 s
2023-05-03 21:45:59,176 INFO  SnsAmbassador - Added Vehicle id=veh_5 position=GeoPoint{lat=41.630606,lon=-71.002033,alt=0.00} @time=18.000,000,000 s
2023-05-03 21:45:59,181 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_6 @time=19.000,000,000 s
2023-05-03 21:45:59,184 INFO  SnsAmbassador - Added Vehicle id=veh_6 position=GeoPoint{lat=41.630593,lon=-71.002027,alt=0.00} @time=20.000,000,000 s
2023-05-03 21:45:59,190 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_7 @time=21.000,000,000 s
2023-05-03 21:45:59,197 INFO  SnsAmbassador - Added Vehicle id=veh_7 position=GeoPoint{lat=41.630591,lon=-71.002026,alt=0.00} @time=22.000,000,000 s
2023-05-03 21:45:59,203 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_8 @time=23.000,000,000 s
2023-05-03 21:45:59,208 INFO  SnsAmbassador - Added Vehicle id=veh_8 position=GeoPoint{lat=41.630581,lon=-71.002022,alt=0.00} @time=24.000,000,000 s
2023-05-03 21:45:59,214 INFO  SnsAmbassador - Radio configured in mode SINGLE with communication radius 300.0 for node id=veh_9 @time=25.000,000,000 s
2023-05-03 21:45:59,219 INFO  SnsAmbassador - Added Vehicle id=veh_9 position=GeoPoint{lat=41.630564,lon=-71.002014,alt=0.00} @time=26.000,000,000 s
2023-05-03 21:46:01,049 INFO  SnsAmbassador - Removed Vehicle id=veh_0 @time=474.000,000,000 s
2023-05-03 21:46:01,053 INFO  SnsAmbassador - Removed Vehicle id=veh_1 @time=476.000,000,000 s
2023-05-03 21:46:01,054 INFO  SnsAmbassador - Removed Vehicle id=veh_2 @time=478.000,000,000 s
2023-05-03 21:46:01,055 INFO  SnsAmbassador - Removed Vehicle id=veh_3 @time=480.000,000,000 s
2023-05-03 21:46:01,056 INFO  SnsAmbassador - Removed Vehicle id=veh_4 @time=482.000,000,000 s
2023-05-03 21:46:01,056 INFO  SnsAmbassador - Removed Vehicle id=veh_5 @time=484.000,000,000 s
2023-05-03 21:46:01,057 INFO  SnsAmbassador - Removed Vehicle id=veh_6 @time=486.000,000,000 s
2023-05-03 21:46:01,058 INFO  SnsAmbassador - Removed Vehicle id=veh_7 @time=488.000,000,000 s
2023-05-03 21:46:01,059 INFO  SnsAmbassador - Removed Vehicle id=veh_8 @time=495.000,000,000 s
2023-05-03 21:46:01,059 INFO  SnsAmbassador - Removed Vehicle id=veh_9 @time=497.000,000,000 s
2023-05-03 21:46:01,130 INFO  SnsAmbassador - Finished simulation
